model,idiom,language,cluster
mSBERT,আর একটু হলে,Bengali,49
mSBERT,আর কতই বা,Bengali,49
mSBERT,আর কি,Bengali,49
mSBERT,আরম্ভসদৃশোদয়ঃ,Bengali,12
mSBERT,আরশির মুখে পড়শি দেখা,Bengali,2
mSBERT,আরশুলা আবার পাখি,Bengali,2
mSBERT,আলগা থাকা,Bengali,20
mSBERT,আলগা ভাব,Bengali,20
mSBERT,আলগা মন্তব্য,Bengali,8
mSBERT,আলগা মুখ,Bengali,0
mSBERT,আলটপকা,Bengali,9
mSBERT,আল্টিমেটাম,Bengali,42
mSBERT,আলটুফালটু কথা,Bengali,42
mSBERT,আলাইবালাই,Bengali,33
mSBERT,আলাদীনের প্রদীপ,Bengali,2
mSBERT,আলাভোলা,Bengali,33
mSBERT,আলালের ঘরের দুলাল,Bengali,2
mSBERT,আলুথালু,Bengali,9
mSBERT,আলুর দোষ,Bengali,20
mSBERT,আলেয়ার আলো,Bengali,15
mSBERT,আলেয়ার পিছনে ছোটা,Bengali,2
mSBERT,আলোয় আলোয়,Bengali,15
mSBERT,আল্লাকা পেয়ারা হো গয়া,Bengali,33
mSBERT,আল্লার কুদরত,Bengali,2
mSBERT,আশকারা,Bengali,9
mSBERT,আশনাই,Bengali,33
mSBERT,আশপাশ,Bengali,42
mSBERT,আশমান-জমিন ফারাক,Bengali,33
mSBERT,আশমানের চাঁদ হাতে পাওয়া,Bengali,2
mSBERT,আশাবধি কে গতঃ,Bengali,20
mSBERT,আশীসিক্কা ওজনের চড়,Bengali,2
mSBERT,আষাঢ়ে গল্প,Bengali,2
mSBERT,আষ্টেপৃষ্ঠে,Bengali,42
mSBERT,আসকে খেয়েছে ফোঁড় গণেনি,Bengali,0
mSBERT,আসতে কাটে যেতে কাটে,Bengali,22
mSBERT,"আসতে ছাগল, যেতে পাগল",Bengali,22
mSBERT,আসন টলা,Bengali,9
mSBERT,আসন্নকাল,Bengali,42
mSBERT,আসমান-জমিন ফারাক,Bengali,33
mSBERT,আসমানের চাঁদ হাতে পাওয়া,Bengali,2
mSBERT,আসর গরম করা,Bengali,37
mSBERT,আসর জমানো,Bengali,42
mSBERT,আসরে নামা,Bengali,9
mSBERT,আসল থেকে সুদের কদর বেশি,Bengali,43
mSBERT,আসা-যাওয়া,Bengali,40
mSBERT,আসানসোলে কয়লা চালান,Bengali,2
mSBERT,আসে যায়,Bengali,49
mSBERT,আসতে যেতে গলা কাটা,Bengali,22
mSBERT,আস্ত কেউটে,Bengali,22
mSBERT,আস্ত-না-রাখা,Bengali,12
mSBERT,আস্ত পাগল,Bengali,25
mSBERT,আস্ত হনুমান,Bengali,2
mSBERT,আস্ত শয়তান,Bengali,2
mSBERT,আস্তানা গাড়া,Bengali,33
mSBERT,আস্তিন গুটানো,Bengali,9
mSBERT,"আহামরি নয়, হ্যাক-থুও নয়",Bengali,26
mSBERT,আহাম্মকের গলায় দড়ি,Bengali,2
mSBERT,আহারনিদ্রা,Bengali,2
mSBERT,সপ্তপদী মৈত্রী,Bengali,12
mSBERT,আহ্লাদী পুতুল,Bengali,33
mSBERT,আহ্লাদে আটখানা,Bengali,12
mSBERT,আহ্লাদে গোপাল,Bengali,12
mSBERT,আহ্লাদে ফুটকড়াই,Bengali,22
mSBERT,আহ্লাদে ফুটিফাটা,Bengali,22
mSBERT,আহ্লাদের প্রহ্লাদ,Bengali,2
mSBERT,ইঁচড়ে পাকা,Bengali,25
mSBERT,ইঁদুর কপালে,Bengali,25
mSBERT,ইঁদুর কলে পড়া,Bengali,25
mSBERT,ইঁদুর-বিড়াল দৌড়,Bengali,2
mSBERT,ইঙ্গ-বঙ্গ ভাষা,Bengali,7
mSBERT,ইচ্ছে থাকলে উপায় হয়,Bengali,20
mSBERT,ইজাজত,Bengali,33
mSBERT,ইজ্জতের সওয়াল,Bengali,2
mSBERT,ইটের বদলে পাটকেল,Bengali,25
mSBERT,ইটের জবাব পাথরে দেওয়া,Bengali,25
mSBERT,"ইটে নেই, ভিটে নেই",Bengali,26
mSBERT,ইতরবিশেষ,Bengali,42
mSBERT,ইতিউতি,Bengali,9
mSBERT,ইতিকর্তব্যবিমূঢ়,Bengali,20
mSBERT,ইতি গজঃ,Bengali,22
mSBERT,ইতো নষ্ট স্ততো ভ্রষ্ট,Bengali,42
mSBERT,ইদের চাঁদ,Bengali,2
mSBERT,ইনকার,Bengali,42
mSBERT,ইনসান,Bengali,9
mSBERT,ইনসাফ,Bengali,42
mSBERT,ইনিয়ে বিনিয়ে,Bengali,9
mSBERT,ইন্তেকাল,Bengali,2
mSBERT,ইন্তেজাম,Bengali,9
mSBERT,ইন্তেজার,Bengali,9
mSBERT,ইন্দুরত্ন,Bengali,42
mSBERT,ইন্দ্রজাল,Bengali,9
mSBERT,ইন্দ্রপতন,Bengali,12
mSBERT,ইন্দ্রপুরী,Bengali,33
mSBERT,ইন্দ্রপ্রসাদী,Bengali,33
mSBERT,ইন্দ্রলুপ্ত,Bengali,2
mSBERT,ইন্দ্রীয়দোষ,Bengali,20
mSBERT,ইন্দ্রের শচী,Bengali,2
mSBERT,ইবলিশ,Bengali,42
mSBERT,ইমানদারি,Bengali,20
mSBERT,ইয়া আল্লা,Bengali,33
mSBERT,ইয়াঙ্কি কালচার,Bengali,9
mSBERT,ইয়ার-বকসি,Bengali,12
mSBERT,ইলশেগুড়ি,Bengali,12
mSBERT,এলাজ,Bengali,9
mSBERT,ইলাহী কাণ্ড,Bengali,33
mSBERT,ইলাহী খরচ,Bengali,43
mSBERT,ইলাহী রাত,Bengali,12
mSBERT,ইলেভেন্থ আওয়ার,Bengali,12
mSBERT,ইল্লতি কাণ্ডকারখানা,Bengali,12
mSBERT,ইশপিশ,Bengali,2
mSBERT,ইসারায় দিশাহারা,Bengali,2
mSBERT,ইষ্টিকুটুম্ব,Bengali,12
mSBERT,ইষ্টদেবতা,Bengali,20
mSBERT,ইষ্টনাম জপা,Bengali,12
mSBERT,ইষ্টমন্ত্র,Bengali,9
mSBERT,ইষ্টসিদ্ধি,Bengali,42
mSBERT,জুতা-সেলাই লাগাত চণ্ডীপাঠ,Bengali,4
mSBERT,ইস্তক-নাগাদ,Bengali,12
mSBERT,ইস্পার কি উস্পার,Bengali,9
mSBERT,ঈগলস্বভাব,Bengali,20
mSBERT,ঈদের চাঁদ,Bengali,33
mSBERT,ঈশানের মেঘ,Bengali,2
mSBERT,ঈশ্বরপ্রাপ্তি,Bengali,34
mSBERT,উঁচকপালী,Bengali,42
mSBERT,উঁচকপালে,Bengali,25
mSBERT,উঁচি দোকান ফীকি পান,Bengali,25
mSBERT,উঁচুগাছে ঝড় বেশী,Bengali,15
mSBERT,উঁচুগাছেই মই বাঁধা,Bengali,46
mSBERT,উঁচু ঘর,Bengali,42
mSBERT,উঁচু নজর,Bengali,17
mSBERT,উকিলি বুদ্ধি,Bengali,20
mSBERT,উকুন বাছা,Bengali,25
mSBERT,উকুনের দায়ে মাথা মুড়ানো,Bengali,20
mSBERT,উক্তস্য পুনঃ কথনং,Bengali,12
mSBERT,উগ্রচণ্ড,Bengali,42
mSBERT,উগ্রমূর্তি,Bengali,42
mSBERT,উচট খেয়ে প্রণাম,Bengali,20
mSBERT,উচ্চভাষী,Bengali,7
mSBERT,উচ্চিংড়া,Bengali,22
mSBERT,উচ্ছিষ্টভোজী,Bengali,42
mSBERT,উচ্ছের ঝাড়,Bengali,2
mSBERT,উজবক,Bengali,22
mSBERT,উজবুক,Bengali,9
mSBERT,উজাড় বনে শিয়ালরাজা,Bengali,12
mSBERT,উজান-ভাঁটি,Bengali,25
mSBERT,উজানে গুণ টানা,Bengali,25
mSBERT,উজানের কই,Bengali,2
mSBERT,উঞ্ছবৃত্তি,Bengali,22
mSBERT,উটকপালী,Bengali,9
mSBERT,উটকা নারী,Bengali,1
mSBERT,উটকে মুখে জিরা,Bengali,25
mSBERT,উটকো খবর,Bengali,22
mSBERT,উটকোমুখো,Bengali,12
mSBERT,উঠ ছুঁড়ি তোর বিয়ে,Bengali,28
mSBERT,উটের কাঁটাভোজ,Bengali,25
mSBERT,উঠতি অবস্থা,Bengali,20
mSBERT,উঠতি বয়স,Bengali,40
mSBERT,উঠতি বাজার,Bengali,2
mSBERT,উঠতে বসতে,Bengali,22
mSBERT,উঠন্তমুলোর পত্তনিতে চেনা,Bengali,25
mSBERT,উঠবস,Bengali,9
mSBERT,উঠল বাই তো কটক যাই,Bengali,22
mSBERT,উঠাবসা,Bengali,9
mSBERT,উঠান চাষা,Bengali,29
mSBERT,উঠান চষা,Bengali,9
mSBERT,উঠান পেরুলেই অর্ধেক সফর,Bengali,2
mSBERT,উঠান-সমুদ্র,Bengali,12
mSBERT,উঠি-কি-পড়ি,Bengali,22
mSBERT,উঠিত-পতিত,Bengali,22
mSBERT,উঠে পড়ে লাগা,Bengali,22
mSBERT,উড়নচণ্ডী,Bengali,42
mSBERT,উড়নপেকে,Bengali,33
mSBERT,উড়ে এসে জুড়ে বসা,Bengali,25
mSBERT,উড়ো কথা,Bengali,22
mSBERT,উড়ো খই গোবিন্দায় নমঃ,Bengali,2
mSBERT,উড়োচিঠি,Bengali,25
mSBERT,উৎকপালী,Bengali,42
mSBERT,উৎকর্ণ,Bengali,42
mSBERT,উৎকলিকাকুল,Bengali,25
mSBERT,উৎপন্নমতি,Bengali,20
mSBERT,উৎপাতের কড়ি চিৎপাতে যায়,Bengali,25
mSBERT,উতোর-চাপান,Bengali,9
mSBERT,উত্তমমধ্যম দেওয়া,Bengali,49
mSBERT,উত্তরপুরুষ,Bengali,2
mSBERT,উত্তরসূরি,Bengali,42
mSBERT,উত্তরাপথ,Bengali,45
mSBERT,উথালপাথাল,Bengali,9
mSBERT,উদয়াস্ত,Bengali,42
mSBERT,উদর চিরলে ক বেরোয় না,Bengali,20
mSBERT,উদরপরায়ণ,Bengali,20
mSBERT,উদরপূর্তি,Bengali,20
mSBERT,উদরসর্বস্ব,Bengali,9
mSBERT,উধো,Bengali,22
mSBERT,উধোর পিণ্ডি বুধোর ঘাড়ে,Bengali,25
mSBERT,কোটি চৌষট্টি,Bengali,12
mSBERT,ত্রিশ কোটি দেবতা,Bengali,2
mSBERT,কোটি চৌষট্টি পদের রান্না,Bengali,41
mSBERT,উনপঞ্চাশ বায়ু,Bengali,12
mSBERT,উনপাঁজুরে,Bengali,42
mSBERT,উনপাঁজুরে বরাখুরে,Bengali,12
mSBERT,উনভাতে দুনো বল,Bengali,22
mSBERT,উনানমুখী,Bengali,2
mSBERT,উনিশ বিশ,Bengali,42
mSBERT,উনিশ-বিশ,Bengali,9
mSBERT,উনিশ-বিশ করা,Bengali,49
mSBERT,উন্নাসিক,Bengali,9
mSBERT,উপকণ্ঠ,Bengali,25
mSBERT,উপঢৌকন,Bengali,9
mSBERT,উপযাচক,Bengali,42
mSBERT,উপযাচিকা,Bengali,12
mSBERT,উপর উপর,Bengali,49
mSBERT,উপরওয়ালা,Bengali,22
mSBERT,উপরচড়া,Bengali,22
mSBERT,উপরচাপ,Bengali,22
mSBERT,উপরচাল,Bengali,22
mSBERT,উপরচালা,Bengali,22
mSBERT,উপরতলা,Bengali,22
mSBERT,উপর-নজর,Bengali,22
mSBERT,উপরপড়া,Bengali,22
mSBERT,উপরমহল,Bengali,22
mSBERT,উপরি আয়,Bengali,42
mSBERT,উপরি-উপরি,Bengali,22
mSBERT,উপর্যুপরি,Bengali,49
mSBERT,উপরি খরচ,Bengali,43
mSBERT,উপরে ওঠা,Bengali,22
mSBERT,উপরে চিকণ চাকণ ভিতরে খেড়,Bengali,41
mSBERT,উপরোধে ঢেঁকি গেলা,Bengali,25
mSBERT,চিনির নৈবদ্য,Bengali,42
mSBERT,উপুড়হস্ত,Bengali,42
mSBERT,উপোসী ছারপোকা,Bengali,12
mSBERT,"উপোসে কেউ নয়, পারণের গোঁসাই",Bengali,26
mSBERT,উভয়প্রান্তে মোমবাতি জ্বালানো,Bengali,25
mSBERT,উলটপালট,Bengali,22
mSBERT,উলুখাগড়া,Bengali,22
mSBERT,উলুবনে কীর্তন,Bengali,25
mSBERT,উলুবনে মুক্তা ছড়ানো,Bengali,2
mSBERT,উলুবনে সাঁতার দেওয়া,Bengali,25
mSBERT,উল্কাপতন,Bengali,42
mSBERT,উল্কামুখী,Bengali,42
mSBERT,উল্টা বুঝলি রাম,Bengali,22
mSBERT,উল্টে চোরা কোতয়ালকে ডাঁটে,Bengali,48
mSBERT,উলটো ঢেকুর,Bengali,22
mSBERT,উল্টোপুরাণ,Bengali,42
mSBERT,উল্লু,Bengali,9
mSBERT,উশখুশ করা,Bengali,20
mSBERT,উষসী,Bengali,42
mSBERT,উষ্ট্রকণ্টকভোজনন্যায়,Bengali,42
mSBERT,উসকো মাটিতে বিড়াল হাগে,Bengali,12
mSBERT,উস্তম পুস্তম করা,Bengali,20
mSBERT,ঊনকোটি চৌষট্টি,Bengali,12
mSBERT,ঊনকোটি চৌষট্টি দেবতা,Bengali,2
mSBERT,ঊনকোটি চৌষট্টি ব্যঞ্জন রান্না,Bengali,12
mSBERT,ঊনপঞ্চাশ বায়ু,Bengali,12
mSBERT,ঊনপঞ্চাশে পাওয়া,Bengali,12
mSBERT,ঊনপাঁজুরে,Bengali,9
mSBERT,ঊনপাঁজুরে বরাখুরে,Bengali,12
mSBERT,ঊর্ধ্বচারী,Bengali,20
mSBERT,ঊর্ধ্বতন,Bengali,20
mSBERT,ঊর্ধ্বদৃষ্টি,Bengali,20
mSBERT,ঊর্ধ্বশ্বাসে,Bengali,42
mSBERT,ঊর্মিমালী,Bengali,2
mSBERT,ঋণচোর,Bengali,43
mSBERT,ঋণ-ছ্যাচড়া,Bengali,43
mSBERT,ঋণজাল,Bengali,43
mSBERT,ঋতুপর্ণা,Bengali,9
mSBERT,ঋতুরাজ,Bengali,9
mSBERT,ঋপু,Bengali,9
mSBERT,ঋষিশ্রাদ্ধ,Bengali,2
mSBERT,এঁচড়ে পাকা,Bengali,22
mSBERT,এঁটিলি,Bengali,22
mSBERT,এঁটুলিপোকা,Bengali,9
mSBERT,এঁটে ওঠা,Bengali,22
mSBERT,এঁটে দেওয়া,Bengali,22
mSBERT,এঁটে যাওয়া,Bengali,22
mSBERT,এঁটো-কাঁটা,Bengali,12
mSBERT,এঁটোকাঁটার বিচার,Bengali,20
mSBERT,এঁটোখেকো,Bengali,33
mSBERT,এঁটোপাত,Bengali,42
mSBERT,এঁড় কাটা,Bengali,25
mSBERT,এঁড় দেখানো,Bengali,42
mSBERT,এঁড়ে,Bengali,22
mSBERT,এঁড়ে গরুর দুধ,Bengali,41
mSBERT,এঁড়ে গলা,Bengali,22
mSBERT,এঁড়ে তর্ক,Bengali,42
mSBERT,এঁড়ে তেল দেওয়া,Bengali,41
mSBERT,এঁড়ে লাগা,Bengali,22
mSBERT,এঁড়ে লোক,Bengali,1
mSBERT,এঁড়ে ষণ্ড,Bengali,25
mSBERT,এঁদো,Bengali,9
mSBERT,এওতা,Bengali,42
mSBERT,এ-ও-সে,Bengali,22
mSBERT,এক আঁচড়ে বোঝা,Bengali,42
mSBERT,এক আকাশে দুই সূর্য,Bengali,15
mSBERT,এক আঙুলে তুড়ি লাগে না,Bengali,26
mSBERT,এক আধটা,Bengali,49
mSBERT,এক আধটু,Bengali,49
mSBERT,এক আধদিন,Bengali,40
mSBERT,এক আর একে এগারো হয়,Bengali,49
mSBERT,একেক,Bengali,22
mSBERT,এক-এক,Bengali,49
mSBERT,এক ওয়াকিফহাল সাত নবিসিন্দা,Bengali,33
mSBERT,এক কড়া বুদ্ধি নেই চার কড়ার মেজাজ,Bengali,8
mSBERT,এককড়া,Bengali,22
mSBERT,এককড়াই দুধে একফোঁটা চোনা,Bengali,5
mSBERT,এককথা,Bengali,49
mSBERT,এককথায়,Bengali,42
mSBERT,এককথায় দু'কথায়,Bengali,49
mSBERT,এককথার মানুষ,Bengali,1
mSBERT,এক করা,Bengali,20
mSBERT,এককলম লিখে দেওয়া,Bengali,20
mSBERT,এককলমী,Bengali,42
mSBERT,এককলসী,Bengali,9
mSBERT,এককলসী দুধে একফোঁটা চোনা,Bengali,41
mSBERT,এক কলসী দুধে এক ফোঁটা চোনা,Bengali,41
mSBERT,এককলসীর জল,Bengali,39
mSBERT,এককাঁড়ি,Bengali,22
mSBERT,এক কাজের কাজি,Bengali,30
mSBERT,এককাট্টা,Bengali,22
